Customer ID,Gender,Age,City Code,Product Code,Product Price (Taka),Delivery Charge(Taka),Total Bill (Taka),Spending Score,Customer Value
1234,Male,40,11,1,5599,120,5719,33,0
1235,Female,40,19,3,7180,120,7300,53,0
1236,Female,50,9,7,6500,120,6620,48,0
1237,Female,44,4,10,9550,120,9670,90,1
1238,Female,25,1,6,10590,70,10660,95,1
1239,Female,45,18,4,6890,120,7010,53,0
1240,Female,22,1,9,9000,70,9070,90,1
1241,Female,23,14,10,9550,120,9670,90,1
1242,Female,40,1,9,9000,70,9070,90,1
1243,Female,31,1,9,9000,70,9070,90,1
1244,Female,46,1,2,5990,70,6060,48,0
1245,Female,27,1,8,7500,70,7570,78,1
1246,Female,38,1,5,7560,70,7630,78,1
1247,Female,40,1,8,7500,70,7570,78,1
1248,Female,26,13,8,7500,120,7620,78,1
1249,Female,39,1,4,6890,70,6960,48,0
1250,Female,25,1,9,9000,70,9070,90,1
1251,Male,46,13,7,6500,120,6620,48,0
1252,Female,28,12,5,7560,120,7680,78,1
1253,Female,27,17,6,10590,120,10710,95,1
1254,Female,37,16,2,5990,120,6110,48,0
1255,Female,34,11,9,9000,120,9120,90,1
1256,Male,50,3,5,7560,120,7680,78,1
1257,Female,38,18,10,9550,120,9670,90,1
1258,Female,46,11,1,5599,120,5719,33,0
1259,Female,29,6,2,5990,120,6110,48,0
1260,Female,33,15,9,9000,120,9120,90,1
1261,Female,42,3,5,7560,120,7680,78,1
1262,Female,34,1,2,5990,70,6060,48,0
1263,Male,48,3,7,6500,120,6620,48,0
1264,Female,39,5,4,6890,120,7010,53,0
1265,Female,40,5,8,7500,120,7620,78,1
1266,Female,37,8,4,6890,120,7010,53,0
1267,Female,26,8,6,10590,120,10710,95,1
1268,Female,43,5,7,6500,120,6620,48,0
1269,Female,34,3,4,6890,120,7010,53,0
1270,Male,36,3,7,6500,120,6620,48,0
1271,Female,25,13,2,5990,120,6110,48,0
1272,Female,26,7,8,7500,120,7620,78,1
1273,Female,30,16,3,7180,120,7300,53,0
1274,Female,50,16,5,7560,120,7680,78,1
1275,Female,39,1,2,5990,70,6060,48,0
1276,Female,29,1,6,10590,70,10660,95,1
1277,Female,34,7,5,7560,120,7680,78,1
1278,Female,37,3,9,9000,120,9120,90,1
1279,Male,34,3,6,10590,120,10710,95,1
1280,Female,27,1,2,5990,70,6060,48,0
1281,Female,35,1,6,10590,70,10660,95,1
1282,Female,40,20,1,5599,120,5719,33,0
1283,Female,29,3,10,9550,120,9670,90,1
1284,Female,36,2,1,5599,120,5719,33,0
1285,Female,48,8,9,9000,120,9120,90,1
1286,Female,45,3,1,5599,120,5719,33,0
1287,Female,23,1,8,7500,70,7570,78,1
1288,Female,35,20,8,7500,120,7620,78,1
1289,Female,31,1,5,7560,70,7630,78,1
1290,Female,34,15,3,7180,120,7300,53,0
1291,Female,29,3,3,7180,120,7300,53,0
1292,Female,49,3,9,9000,120,9120,90,1
1293,Female,32,1,5,7560,70,7630,78,1
1294,Female,48,2,1,5599,120,5719,33,0
1295,Female,33,2,7,6500,120,6620,48,0
1296,Female,49,1,3,7180,70,7250,53,0
1297,Female,23,3,6,10590,120,10710,95,1
1298,Male,33,8,10,9550,120,9670,90,1
1299,Male,46,2,6,10590,120,10710,95,1
1300,Female,36,3,8,7500,120,7620,78,1
1301,Female,23,4,6,10590,120,10710,95,1
1302,Female,43,7,2,5990,120,6110,48,0
1303,Female,24,5,5,7560,120,7680,78,1
1304,Female,47,14,6,10590,120,10710,95,1
1305,Female,40,1,4,6890,70,6960,48,0
1306,Female,50,1,9,9000,70,9070,90,1
1307,Female,41,1,4,6890,70,6960,48,0
1308,Female,47,3,10,9550,120,9670,90,1
1309,Female,29,6,3,7180,120,7300,53,0
1310,Female,37,18,1,5599,120,5719,33,0
1311,Female,40,13,5,7560,120,7680,78,1
1312,Female,25,1,5,7560,70,7630,78,1
1313,Female,35,8,6,10590,120,10710,95,1
1314,Female,26,3,9,9000,120,9120,90,1
1315,Female,30,1,5,7560,70,7630,78,1
1316,Female,23,13,8,7500,120,7620,78,1
1317,Female,35,14,5,7560,120,7680,78,1
1318,Male,36,5,2,5990,120,6110,48,0
1319,Female,39,9,3,7180,120,7300,53,0
1320,Female,44,12,7,6500,120,6620,48,0
1321,Female,27,3,5,7560,120,7680,78,1
1322,Female,33,1,7,6500,70,6570,48,0
1323,Female,39,7,9,9000,120,9120,90,1
1324,Female,39,1,6,10590,70,10660,95,1
1325,Male,44,1,1,5599,70,5669,33,0
1326,Female,31,19,3,7180,120,7300,53,0
1327,Female,32,1,10,9550,70,9620,90,1
1328,Male,28,3,8,7500,120,7620,78,1
1329,Female,34,13,6,10590,120,10710,95,1
1330,Female,50,1,2,5990,70,6060,48,0
1331,Female,44,9,1,5599,120,5719,33,0
1332,Male,24,17,9,9000,120,9120,90,1
1333,Male,50,19,5,7560,120,7680,78,1
1334,Female,43,18,6,10590,120,10710,95,1
1335,Female,35,3,3,7180,120,7300,53,0
1336,Male,39,17,7,6500,120,6620,48,0
1337,Male,27,3,2,5990,120,6110,48,0
1338,Male,40,1,8,7500,70,7570,78,1
1339,Male,50,1,9,9000,70,9070,90,1
1340,Female,37,20,1,5599,120,5719,33,0
1341,Female,32,15,3,7180,120,7300,53,0
1342,Female,48,1,8,7500,70,7570,78,1
1343,Female,24,1,9,9000,70,9070,90,1
1344,Female,40,3,9,9000,120,9120,90,1
1345,Female,33,1,1,5599,70,5669,33,0
1346,Female,44,3,4,6890,120,7010,53,0
1347,Female,46,15,1,5599,120,5719,33,0
1348,Female,25,5,7,6500,120,6620,48,0
1349,Female,29,8,4,6890,120,7010,53,0
1350,Female,24,1,1,5599,70,5669,33,0
1351,Female,26,3,7,6500,120,6620,48,0
1352,Female,22,1,5,7560,70,7630,78,1
1353,Female,49,20,7,6500,120,6620,48,0
1354,Female,28,1,8,7500,70,7570,78,1
1355,Female,27,17,3,7180,120,7300,53,0
1356,Female,22,1,9,9000,70,9070,90,1
1357,Female,44,1,10,9550,70,9620,90,1
1358,Female,49,1,9,9000,70,9070,90,1
1359,Male,24,3,6,10590,120,10710,95,1
1360,Male,43,7,5,7560,120,7680,78,1
1361,Female,23,17,5,7560,120,7680,78,1
1362,Female,42,15,6,10590,120,10710,95,1
1363,Female,36,1,5,7560,70,7630,78,1
1364,Female,46,12,1,5599,120,5719,33,0
1365,Female,30,1,1,5599,70,5669,33,0
1366,Male,34,3,8,7500,120,7620,78,1
1367,Male,41,7,4,6890,120,7010,53,0
1368,Female,49,3,7,6500,120,6620,48,0
1369,Female,25,19,10,9550,120,9670,90,1
1370,Female,36,1,2,5990,70,6060,48,0
1371,Female,24,19,6,10590,120,10710,95,1
1372,Male,41,3,1,5599,120,5719,33,0
1373,Female,22,3,9,9000,120,9120,90,1
1374,Male,25,20,8,7500,120,7620,78,1
1375,Female,22,20,5,7560,120,7680,78,1
1376,Female,33,1,1,5599,70,5669,33,0
1377,Female,41,15,1,5599,120,5719,33,0
1378,Female,40,10,7,6500,120,6620,48,0
1379,Female,45,19,3,7180,120,7300,53,0
1380,Female,23,3,5,7560,120,7680,78,1
1381,Female,34,3,7,6500,120,6620,48,0
1382,Female,32,10,6,10590,120,10710,95,1
1383,Female,49,11,1,5599,120,5719,33,0
1384,Female,34,18,8,7500,120,7620,78,1
1385,Female,28,1,7,6500,70,6570,48,0
1386,Female,37,3,2,5990,120,6110,48,0
1387,Female,40,1,1,5599,70,5669,33,0
1388,Female,45,1,4,6890,70,6960,48,0
1389,Female,43,1,5,7560,70,7630,78,1
1390,Female,32,3,9,9000,120,9120,90,1
1391,Female,45,1,2,5990,70,6060,48,0
1392,Male,22,13,10,9550,120,9670,90,1
1393,Female,38,4,5,7560,120,7680,78,1
1394,Male,49,3,6,10590,120,10710,95,1
1395,Male,39,14,7,6500,120,6620,48,0
1396,Female,29,2,8,7500,120,7620,78,1
1397,Female,31,17,2,5990,120,6110,48,0
1398,Female,33,5,7,6500,120,6620,48,0
1399,Female,28,9,5,7560,120,7680,78,1
1400,Female,46,1,8,7500,70,7570,78,1
1401,Male,50,3,2,5990,120,6110,48,0
1402,Female,36,15,2,5990,120,6110,48,0
1403,Male,35,3,3,7180,120,7300,53,0
1404,Female,46,1,9,9000,70,9070,90,1
1405,Female,34,3,4,6890,120,7010,53,0
1406,Female,37,11,1,5599,120,5719,33,0
1407,Female,36,13,3,7180,120,7300,53,0
1408,Female,41,14,8,7500,120,7620,78,1
1409,Female,26,1,2,5990,70,6060,48,0
1410,Female,39,1,5,7560,70,7630,78,1
1411,Female,22,3,10,9550,120,9670,90,1
1412,Female,32,10,5,7560,120,7680,78,1
1413,Female,28,1,9,9000,70,9070,90,1
1414,Male,46,1,2,5990,70,6060,48,0
1415,Female,38,1,10,9550,70,9620,90,1
1416,Female,34,1,3,7180,70,7250,53,0
1417,Female,46,1,3,7180,70,7250,53,0
1418,Female,46,1,4,6890,70,6960,48,0
1419,Female,50,1,6,10590,70,10660,95,1
1420,Female,50,3,10,9550,120,9670,90,1
1421,Female,35,8,9,9000,120,9120,90,1
1422,Female,38,10,8,7500,120,7620,78,1
1423,Male,40,9,6,10590,120,10710,95,1
1424,Female,45,3,5,7560,120,7680,78,1
1425,Female,35,3,6,10590,120,10710,95,1
1426,Female,29,3,8,7500,120,7620,78,1
1427,Female,43,1,4,6890,70,6960,48,0
1428,Female,39,3,8,7500,120,7620,78,1
1429,Female,22,19,3,7180,120,7300,53,0
1430,Female,48,1,7,6500,70,6570,48,0
1431,Female,27,1,2,5990,70,6060,48,0
1432,Female,34,1,8,7500,70,7570,78,1
1433,Female,30,3,10,9550,120,9670,90,1
1434,Female,38,12,8,7500,120,7620,78,1
1435,Female,25,3,6,10590,120,10710,95,1
1436,Female,37,3,9,9000,120,9120,90,1
1437,Female,42,7,1,5599,120,5719,33,0
1438,Female,25,1,2,5990,70,6060,48,0
1439,Female,32,3,6,10590,120,10710,95,1
1440,Female,43,14,7,6500,120,6620,48,0
1441,Female,46,1,10,9550,70,9620,90,1
1442,Female,27,13,2,5990,120,6110,48,0
1443,Female,43,13,4,6890,120,7010,53,0
1444,Female,24,1,6,10590,70,10660,95,1
1445,Female,37,1,7,6500,70,6570,48,0
1446,Female,39,1,7,6500,70,6570,48,0
1447,Female,49,1,5,7560,70,7630,78,1
1448,Female,36,1,8,7500,70,7570,78,1
1449,Female,37,6,10,9550,120,9670,90,1
1450,Female,42,1,10,9550,70,9620,90,1
1451,Female,49,1,2,5990,70,6060,48,0
1452,Female,43,9,5,7560,120,7680,78,1
1453,Female,23,20,9,9000,120,9120,90,1
1454,Female,35,3,4,6890,120,7010,53,0
1455,Female,23,19,9,9000,120,9120,90,1
1456,Female,36,3,2,5990,120,6110,48,0
1457,Male,48,1,3,7180,70,7250,53,0
1458,Female,47,10,8,7500,120,7620,78,1
1459,Female,29,11,8,7500,120,7620,78,1
1460,Female,44,17,6,10590,120,10710,95,1
1461,Female,30,3,2,5990,120,6110,48,0
1462,Female,37,1,6,10590,70,10660,95,1
1463,Female,40,1,4,6890,70,6960,48,0
1464,Female,37,4,10,9550,120,9670,90,1
1465,Female,42,3,8,7500,120,7620,78,1
1466,Female,29,20,5,7560,120,7680,78,1
1467,Female,44,3,4,6890,120,7010,53,0
1468,Female,29,9,1,5599,120,5719,33,0
1469,Female,47,1,3,7180,70,7250,53,0
1470,Female,22,3,7,6500,120,6620,48,0
1471,Female,29,9,1,5599,120,5719,33,0
1472,Female,36,11,5,7560,120,7680,78,1
1473,Female,50,1,6,10590,70,10660,95,1
1474,Male,29,3,1,5599,120,5719,33,0
1475,Female,29,12,9,9000,120,9120,90,1
1476,Female,37,17,7,6500,120,6620,48,0
1477,Female,41,1,2,5990,70,6060,48,0
1478,Female,25,1,6,10590,70,10660,95,1
1479,Female,30,1,4,6890,70,6960,48,0
1480,Female,28,10,4,6890,120,7010,53,0
1481,Male,30,5,1,5599,120,5719,33,0
1482,Female,25,8,7,6500,120,6620,48,0
1483,Male,39,14,9,9000,120,9120,90,1
1484,Female,45,3,4,6890,120,7010,53,0
1485,Female,31,3,2,5990,120,6110,48,0
1486,Female,25,1,5,7560,70,7630,78,1
1487,Female,42,20,9,9000,120,9120,90,1
1488,Female,31,3,8,7500,120,7620,78,1
1489,Female,23,3,9,9000,120,9120,90,1
1490,Male,28,8,5,7560,120,7680,78,1
1491,Male,23,10,10,9550,120,9670,90,1
1492,Female,27,6,4,6890,120,7010,53,0
1493,Male,46,5,9,9000,120,9120,90,1
1494,Female,42,8,6,10590,120,10710,95,1
1495,Female,25,3,1,5599,120,5719,33,0
1496,Female,45,17,6,10590,120,10710,95,1
1497,Female,27,12,8,7500,120,7620,78,1
1498,Female,38,19,6,10590,120,10710,95,1
1499,Male,34,1,4,6890,70,6960,48,0
1500,Female,35,19,10,9550,120,9670,90,1
1501,Female,25,17,7,6500,120,6620,48,0
1502,Female,47,8,5,7560,120,7680,78,1
1503,Female,24,9,7,6500,120,6620,48,0
1504,Female,30,1,2,5990,70,6060,48,0
1505,Female,34,17,5,7560,120,7680,78,1
1506,Female,32,3,5,7560,120,7680,78,1
1507,Female,38,1,9,9000,70,9070,90,1
1508,Female,47,4,7,6500,120,6620,48,0
1509,Female,38,1,7,6500,70,6570,48,0
1510,Female,23,1,9,9000,70,9070,90,1
1511,Female,34,3,6,10590,120,10710,95,1
1512,Female,42,3,6,10590,120,10710,95,1
1513,Female,22,3,3,7180,120,7300,53,0
1514,Female,45,17,6,10590,120,10710,95,1
1515,Female,28,1,1,5599,70,5669,33,0
1516,Female,43,5,10,9550,120,9670,90,1
1517,Male,35,1,7,6500,70,6570,48,0
1518,Female,43,1,8,7500,70,7570,78,1
1519,Female,33,1,7,6500,70,6570,48,0
1520,Female,43,2,5,7560,120,7680,78,1
1521,Female,41,8,1,5599,120,5719,33,0
1522,Female,40,5,9,9000,120,9120,90,1
1523,Female,40,8,10,9550,120,9670,90,1
1524,Male,25,1,7,6500,70,6570,48,0
1525,Female,23,1,9,9000,70,9070,90,1
1526,Female,27,3,2,5990,120,6110,48,0
1527,Female,22,1,7,6500,70,6570,48,0
1528,Female,31,6,9,9000,120,9120,90,1
1529,Female,50,15,6,10590,120,10710,95,1
1530,Female,33,11,6,10590,120,10710,95,1
1531,Female,38,13,5,7560,120,7680,78,1
1532,Female,43,1,10,9550,70,9620,90,1
1533,Female,26,7,3,7180,120,7300,53,0
1534,Male,36,1,9,9000,70,9070,90,1
1535,Female,41,15,1,5599,120,5719,33,0
1536,Female,33,11,1,5599,120,5719,33,0
1537,Male,27,1,1,5599,70,5669,33,0
1538,Female,42,1,9,9000,70,9070,90,1
1539,Female,32,3,8,7500,120,7620,78,1
1540,Female,23,1,3,7180,70,7250,53,0
1541,Female,34,3,7,6500,120,6620,48,0
1542,Female,39,1,3,7180,70,7250,53,0
1543,Female,48,1,3,7180,70,7250,53,0
1544,Male,44,1,9,9000,70,9070,90,1
1545,Female,36,3,1,5599,120,5719,33,0
1546,Female,34,20,7,6500,120,6620,48,0
1547,Female,32,1,3,7180,70,7250,53,0
1548,Male,28,18,9,9000,120,9120,90,1
1549,Male,39,8,9,9000,120,9120,90,1
1550,Male,26,17,5,7560,120,7680,78,1
1551,Female,23,1,10,9550,70,9620,90,1
1552,Female,29,12,3,7180,120,7300,53,0
1553,Female,23,12,5,7560,120,7680,78,1
1554,Female,39,4,5,7560,120,7680,78,1
1555,Female,38,2,3,7180,120,7300,53,0
1556,Female,27,1,10,9550,70,9620,90,1
1557,Male,49,3,4,6890,120,7010,53,0
1558,Female,33,1,2,5990,70,6060,48,0
1559,Female,48,19,1,5599,120,5719,33,0
1560,Male,36,3,8,7500,120,7620,78,1
1561,Female,46,3,8,7500,120,7620,78,1
1562,Female,23,10,7,6500,120,6620,48,0
1563,Female,34,5,7,6500,120,6620,48,0
1564,Female,41,7,3,7180,120,7300,53,0
1565,Female,30,4,3,7180,120,7300,53,0
1566,Male,36,8,1,5599,120,5719,33,0
1567,Male,23,3,5,7560,120,7680,78,1
1568,Female,28,7,1,5599,120,5719,33,0
1569,Female,24,1,6,10590,70,10660,95,1
1570,Female,26,15,2,5990,120,6110,48,0
1571,Female,46,20,10,9550,120,9670,90,1
1572,Female,33,1,5,7560,70,7630,78,1
1573,Female,23,9,9,9000,120,9120,90,1
1574,Female,31,3,5,7560,120,7680,78,1
1575,Female,37,1,10,9550,70,9620,90,1
1576,Female,38,3,5,7560,120,7680,78,1
1577,Male,22,1,10,9550,70,9620,90,1
1578,Male,38,12,6,10590,120,10710,95,1
1579,Female,50,2,7,6500,120,6620,48,0
1580,Female,22,13,5,7560,120,7680,78,1
1581,Female,33,17,5,7560,120,7680,78,1
1582,Female,40,1,5,7560,70,7630,78,1
1583,Female,31,2,6,10590,120,10710,95,1
1584,Female,41,3,3,7180,120,7300,53,0
1585,Female,37,3,1,5599,120,5719,33,0
1586,Female,41,3,4,6890,120,7010,53,0
1587,Female,35,6,9,9000,120,9120,90,1
1588,Female,23,3,1,5599,120,5719,33,0
1589,Female,38,15,3,7180,120,7300,53,0
1590,Female,25,4,2,5990,120,6110,48,0
1591,Female,29,3,2,5990,120,6110,48,0
1592,Female,22,14,2,5990,120,6110,48,0
1593,Female,49,18,2,5990,120,6110,48,0
1594,Female,25,2,9,9000,120,9120,90,1
1595,Female,31,1,1,5599,70,5669,33,0
1596,Female,22,7,9,9000,120,9120,90,1
1597,Female,37,7,2,5990,120,6110,48,0
1598,Female,24,7,2,5990,120,6110,48,0
1599,Female,45,13,9,9000,120,9120,90,1
1600,Female,43,3,4,6890,120,7010,53,0
1601,Female,39,16,5,7560,120,7680,78,1
1602,Female,40,11,2,5990,120,6110,48,0
1603,Female,34,14,4,6890,120,7010,53,0
1604,Female,32,1,5,7560,70,7630,78,1
1605,Female,28,1,2,5990,70,6060,48,0
1606,Female,42,12,5,7560,120,7680,78,1
1607,Female,22,3,7,6500,120,6620,48,0
1608,Female,23,1,7,6500,70,6570,48,0
1609,Female,29,3,7,6500,120,6620,48,0
1610,Male,22,8,10,9550,120,9670,90,1
1611,Male,35,13,9,9000,120,9120,90,1
1612,Female,36,8,1,5599,120,5719,33,0
1613,Female,26,3,9,9000,120,9120,90,1
1614,Female,30,3,10,9550,120,9670,90,1
1615,Female,47,2,3,7180,120,7300,53,0
1616,Female,47,1,4,6890,70,6960,48,0
1617,Female,26,3,6,10590,120,10710,95,1
1618,Female,27,13,8,7500,120,7620,78,1
1619,Male,23,1,4,6890,70,6960,48,0
1620,Female,44,1,4,6890,70,6960,48,0
1621,Female,23,1,2,5990,70,6060,48,0
1622,Female,45,8,6,10590,120,10710,95,1
1623,Female,36,1,9,9000,70,9070,90,1
1624,Female,41,19,8,7500,120,7620,78,1
1625,Female,28,19,5,7560,120,7680,78,1
1626,Female,39,1,5,7560,70,7630,78,1
1627,Female,46,1,7,6500,70,6570,48,0
1628,Female,48,1,8,7500,70,7570,78,1
1629,Male,46,2,1,5599,120,5719,33,0
1630,Female,48,8,3,7180,120,7300,53,0
1631,Female,41,2,6,10590,120,10710,95,1
1632,Female,22,17,5,7560,120,7680,78,1
1633,Female,32,1,3,7180,70,7250,53,0
1634,Female,39,1,2,5990,70,6060,48,0
1635,Female,49,18,8,7500,120,7620,78,1
1636,Female,38,1,7,6500,70,6570,48,0
1637,Female,36,6,9,9000,120,9120,90,1
1638,Female,27,17,10,9550,120,9670,90,1
1639,Female,23,1,8,7500,70,7570,78,1
1640,Female,30,3,6,10590,120,10710,95,1
1641,Female,40,3,8,7500,120,7620,78,1
1642,Female,30,1,2,5990,70,6060,48,0
1643,Female,23,13,8,7500,120,7620,78,1
1644,Female,38,13,5,7560,120,7680,78,1
1645,Female,29,2,7,6500,120,6620,48,0
1646,Female,37,1,5,7560,70,7630,78,1
1647,Female,35,7,6,10590,120,10710,95,1
1648,Female,31,19,1,5599,120,5719,33,0
1649,Female,48,7,3,7180,120,7300,53,0
1650,Female,37,1,2,5990,70,6060,48,0
1651,Male,32,3,10,9550,120,9670,90,1
1652,Female,44,3,8,7500,120,7620,78,1
1653,Female,25,3,4,6890,120,7010,53,0
1654,Male,23,18,6,10590,120,10710,95,1
1655,Female,43,18,8,7500,120,7620,78,1
1656,Female,23,3,8,7500,120,7620,78,1
1657,Female,48,18,2,5990,120,6110,48,0
1658,Female,43,13,4,6890,120,7010,53,0
1659,Female,31,1,8,7500,70,7570,78,1
1660,Female,28,9,1,5599,120,5719,33,0
1661,Male,28,1,3,7180,70,7250,53,0
1662,Male,23,3,4,6890,120,7010,53,0
1663,Female,47,1,2,5990,70,6060,48,0
1664,Male,47,1,7,6500,70,6570,48,0
1665,Male,32,2,10,9550,120,9670,90,1
1666,Female,45,1,5,7560,70,7630,78,1
1667,Male,28,1,4,6890,70,6960,48,0
1668,Male,31,18,9,9000,120,9120,90,1
1669,Female,46,2,2,5990,120,6110,48,0
1670,Male,34,14,2,5990,120,6110,48,0
1671,Female,32,3,6,10590,120,10710,95,1
1672,Female,24,7,4,6890,120,7010,53,0
1673,Female,28,1,10,9550,70,9620,90,1
1674,Female,23,1,1,5599,70,5669,33,0
1675,Female,28,20,8,7500,120,7620,78,1
1676,Female,47,12,5,7560,120,7680,78,1
1677,Female,31,6,9,9000,120,9120,90,1
1678,Female,29,4,10,9550,120,9670,90,1
1679,Female,29,3,8,7500,120,7620,78,1
1680,Female,37,1,10,9550,70,9620,90,1
1681,Female,28,17,4,6890,120,7010,53,0
1682,Female,50,7,9,9000,120,9120,90,1
1683,Female,23,6,9,9000,120,9120,90,1
1684,Female,48,16,4,6890,120,7010,53,0
1685,Male,26,1,3,7180,70,7250,53,0
1686,Female,37,1,8,7500,70,7570,78,1
1687,Female,23,12,6,10590,120,10710,95,1
1688,Male,47,1,5,7560,70,7630,78,1
1689,Female,38,7,4,6890,120,7010,53,0
1690,Male,42,3,7,6500,120,6620,48,0
1691,Female,29,3,1,5599,120,5719,33,0
1692,Male,46,2,1,5599,120,5719,33,0
1693,Male,35,12,6,10590,120,10710,95,1
1694,Female,37,3,7,6500,120,6620,48,0
1695,Female,23,3,2,5990,120,6110,48,0
1696,Female,26,20,6,10590,120,10710,95,1
1697,Male,34,15,8,7500,120,7620,78,1
1698,Male,38,1,8,7500,70,7570,78,1
1699,Female,25,14,2,5990,120,6110,48,0
1700,Female,39,14,7,6500,120,6620,48,0
1701,Female,38,1,6,10590,70,10660,95,1
1702,Female,27,20,1,5599,120,5719,33,0
1703,Female,49,7,5,7560,120,7680,78,1
1704,Female,33,1,9,9000,70,9070,90,1
1705,Female,22,19,5,7560,120,7680,78,1
1706,Female,30,15,10,9550,120,9670,90,1
1707,Female,50,1,2,5990,70,6060,48,0
1708,Female,25,20,2,5990,120,6110,48,0
1709,Female,32,3,7,6500,120,6620,48,0
1710,Female,36,1,6,10590,70,10660,95,1
1711,Female,40,13,8,7500,120,7620,78,1
1712,Female,36,1,7,6500,70,6570,48,0
1713,Female,39,1,4,6890,70,6960,48,0
1714,Male,35,1,5,7560,70,7630,78,1
1715,Male,23,1,6,10590,70,10660,95,1
1716,Female,40,3,2,5990,120,6110,48,0
1717,Female,43,3,2,5990,120,6110,48,0
1718,Female,37,1,6,10590,70,10660,95,1
1719,Female,24,11,9,9000,120,9120,90,1
1720,Female,27,12,3,7180,120,7300,53,0
1721,Female,33,1,9,9000,70,9070,90,1
1722,Female,28,3,8,7500,120,7620,78,1
1723,Female,46,13,4,6890,120,7010,53,0
1724,Female,27,1,10,9550,70,9620,90,1
1725,Female,35,2,1,5599,120,5719,33,0
1726,Female,31,15,1,5599,120,5719,33,0
1727,Female,30,4,3,7180,120,7300,53,0
1728,Male,41,1,7,6500,70,6570,48,0
1729,Female,37,1,8,7500,70,7570,78,1
1730,Female,41,12,4,6890,120,7010,53,0
1731,Female,49,3,2,5990,120,6110,48,0
1732,Female,48,1,3,7180,70,7250,53,0
1733,Female,41,14,1,5599,120,5719,33,0
1734,Male,50,16,10,9550,120,9670,90,1
1735,Female,33,1,10,9550,70,9620,90,1
1736,Female,37,1,2,5990,70,6060,48,0
1737,Female,48,5,8,7500,120,7620,78,1
1738,Female,22,1,10,9550,70,9620,90,1
1739,Male,42,2,1,5599,120,5719,33,0
1740,Female,32,1,4,6890,70,6960,48,0
1741,Female,50,3,1,5599,120,5719,33,0
1742,Female,33,3,7,6500,120,6620,48,0
1743,Female,34,19,9,9000,120,9120,90,1
1744,Female,44,1,5,7560,70,7630,78,1
1745,Female,35,3,1,5599,120,5719,33,0
1746,Female,35,3,1,5599,120,5719,33,0
1747,Female,35,1,9,9000,70,9070,90,1
1748,Female,38,3,6,10590,120,10710,95,1
1749,Female,45,15,8,7500,120,7620,78,1
1750,Female,44,1,2,5990,70,6060,48,0
1751,Male,48,8,10,9550,120,9670,90,1
1752,Female,42,1,1,5599,70,5669,33,0
1753,Female,33,14,6,10590,120,10710,95,1
1754,Female,23,1,5,7560,70,7630,78,1
1755,Male,28,12,4,6890,120,7010,53,0
1756,Female,32,1,9,9000,70,9070,90,1
1757,Female,47,16,1,5599,120,5719,33,0
1758,Female,24,1,10,9550,70,9620,90,1
1759,Male,44,14,5,7560,120,7680,78,1
1760,Female,31,3,6,10590,120,10710,95,1
1761,Female,34,10,7,6500,120,6620,48,0
1762,Female,48,1,4,6890,70,6960,48,0
1763,Female,41,1,9,9000,70,9070,90,1
1764,Female,28,3,6,10590,120,10710,95,1
1765,Female,44,3,9,9000,120,9120,90,1
1766,Female,30,1,5,7560,70,7630,78,1
1767,Female,45,1,2,5990,70,6060,48,0
1768,Female,37,1,8,7500,70,7570,78,1
1769,Female,38,1,6,10590,70,10660,95,1
1770,Female,43,9,9,9000,120,9120,90,1
1771,Female,43,1,4,6890,70,6960,48,0
1772,Female,48,3,6,10590,120,10710,95,1
1773,Female,35,12,8,7500,120,7620,78,1
1774,Female,25,4,7,6500,120,6620,48,0
1775,Female,48,3,4,6890,120,7010,53,0
1776,Female,39,11,5,7560,120,7680,78,1
1777,Female,41,14,7,6500,120,6620,48,0
1778,Male,40,1,5,7560,70,7630,78,1
1779,Female,48,20,9,9000,120,9120,90,1
1780,Female,46,1,5,7560,70,7630,78,1
1781,Female,29,18,2,5990,120,6110,48,0
1782,Female,47,1,10,9550,70,9620,90,1
1783,Male,22,11,2,5990,120,6110,48,0
1784,Female,22,1,10,9550,70,9620,90,1
1785,Male,31,1,9,9000,70,9070,90,1
1786,Female,42,1,3,7180,70,7250,53,0
1787,Female,48,1,3,7180,70,7250,53,0
1788,Female,30,2,7,6500,120,6620,48,0
1789,Female,22,1,6,10590,70,10660,95,1
1790,Female,50,1,5,7560,70,7630,78,1
1791,Female,23,10,3,7180,120,7300,53,0
1792,Female,43,3,9,9000,120,9120,90,1
1793,Female,23,3,1,5599,120,5719,33,0
1794,Male,34,3,10,9550,120,9670,90,1
1795,Female,42,3,7,6500,120,6620,48,0
1796,Female,48,18,8,7500,120,7620,78,1
1797,Female,33,14,9,9000,120,9120,90,1
1798,Male,38,12,1,5599,120,5719,33,0
1799,Female,44,2,2,5990,120,6110,48,0
1800,Female,33,6,7,6500,120,6620,48,0
1801,Female,22,1,3,7180,70,7250,53,0
1802,Female,25,3,2,5990,120,6110,48,0
1803,Male,29,20,5,7560,120,7680,78,1
1804,Female,31,19,9,9000,120,9120,90,1
1805,Female,31,15,3,7180,120,7300,53,0
1806,Female,26,20,10,9550,120,9670,90,1
1807,Female,23,1,4,6890,70,6960,48,0
1808,Female,38,15,8,7500,120,7620,78,1
1809,Female,32,1,10,9550,70,9620,90,1
1810,Female,29,12,3,7180,120,7300,53,0
1811,Female,33,5,6,10590,120,10710,95,1
1812,Male,37,10,10,9550,120,9670,90,1
1813,Female,38,1,9,9000,70,9070,90,1
